6.400000000000000000e+02,1.474466040000000089e-01
6.450000000000000000e+02,1.500959970000000088e-01
6.500000000000000000e+02,1.527141950000000248e-01
6.550000000000000000e+02,1.553106979999999970e-01
6.600000000000000000e+02,1.578897000000000217e-01
6.650000000000000000e+02,1.604390910000000336e-01
6.700000000000000000e+02,1.629424100000000097e-01
6.750000000000000000e+02,1.653973009999999966e-01
6.800000000000000000e+02,1.678087040000000030e-01
6.850000000000000000e+02,1.701888080000000247e-01
6.900000000000000000e+02,1.725457000000000241e-01
6.950000000000000000e+02,1.748679920000000276e-01
7.000000000000000000e+02,1.771418950000000214e-01
7.050000000000000000e+02,1.792988009999999799e-01
7.100000000000000000e+02,1.813954929999999910e-01
7.150000000000000000e+02,1.834375000000000033e-01
7.200000000000000000e+02,1.854380039999999896e-01
7.250000000000000000e+02,1.873825069999999759e-01
7.300000000000000000e+02,1.892573930000000237e-01
7.350000000000000000e+02,1.910613060000000141e-01
7.400000000000000000e+02,1.927899929999999928e-01
7.450000000000000000e+02,1.944536020000000032e-01
7.500000000000000000e+02,1.960618970000000127e-01
7.550000000000000000e+02,1.976095960000000262e-01
7.600000000000000000e+02,1.990870090000000092e-01
7.650000000000000000e+02,2.004838940000000236e-01
7.700000000000000000e+02,2.017905040000000094e-01
7.750000000000000000e+02,2.030122950000000370e-01
7.800000000000000000e+02,2.041514970000000151e-01
7.850000000000000000e+02,2.052216909999999839e-01
7.900000000000000000e+02,2.062360950000000082e-01
7.950000000000000000e+02,2.072176930000000084e-01
8.000000000000000000e+02,2.081915089999999968e-01
8.050000000000000000e+02,2.091642949999999723e-01
8.100000000000000000e+02,2.101108929999999930e-01
8.150000000000000000e+02,2.110062980000000088e-01
8.200000000000000000e+02,2.118223000000000189e-01
8.250000000000000000e+02,2.125642010000000082e-01
8.300000000000000000e+02,2.132527919999999966e-01
8.350000000000000000e+02,2.139160920000000299e-01
8.400000000000000000e+02,2.145764919999999798e-01
8.450000000000000000e+02,2.152511019999999997e-01
8.500000000000000000e+02,2.159305949999999752e-01
8.550000000000000000e+02,2.165954019999999924e-01
8.600000000000000000e+02,2.171965979999999907e-01
8.650000000000000000e+02,2.176966090000000409e-01
8.700000000000000000e+02,2.180793000000000037e-01
8.750000000000000000e+02,2.183564950000000116e-01
8.800000000000000000e+02,2.185647960000000056e-01
8.850000000000000000e+02,2.187464900000000156e-01
8.900000000000000000e+02,2.189307020000000048e-01
8.950000000000000000e+02,2.191329000000000193e-01
9.000000000000000000e+02,2.193390080000000020e-01
9.050000000000000000e+02,2.195236969999999621e-01
9.100000000000000000e+02,2.196739959999999825e-01
9.150000000000000000e+02,2.197826960000000274e-01
9.200000000000000000e+02,2.198645020000000172e-01
9.250000000000000000e+02,2.199235920000000011e-01
9.300000000000000000e+02,2.199312019999999923e-01
9.350000000000000000e+02,2.198700900000000180e-01
9.400000000000000000e+02,2.197425080000000031e-01
9.450000000000000000e+02,2.195680050000000105e-01
9.500000000000000000e+02,2.193952940000000185e-01
9.550000000000000000e+02,2.192506029999999884e-01
9.600000000000000000e+02,2.191101069999999706e-01
9.650000000000000000e+02,2.189509960000000366e-01
9.700000000000000000e+02,2.187383080000000202e-01
9.750000000000000000e+02,2.184506989999999982e-01
9.800000000000000000e+02,2.181151009999999779e-01
9.850000000000000000e+02,2.177549930000000078e-01
9.900000000000000000e+02,2.173777010000000065e-01
9.950000000000000000e+02,2.169955059999999769e-01
1.000000000000000000e+03,2.165966029999999987e-01
1.005000000000000000e+03,2.161790080000000058e-01
1.010000000000000000e+03,2.157636069999999961e-01
1.015000000000000000e+03,2.153507039999999761e-01
1.020000000000000000e+03,2.149257090000000203e-01
1.025000000000000000e+03,2.144683069999999969e-01
1.030000000000000000e+03,2.139600939999999896e-01
1.035000000000000000e+03,2.134288979999999780e-01
1.040000000000000000e+03,2.129125980000000085e-01
1.045000000000000000e+03,2.124469949999999996e-01
1.050000000000000000e+03,2.120211030000000163e-01
1.055000000000000000e+03,2.115829090000000134e-01
1.060000000000000000e+03,2.110844990000000088e-01
1.065000000000000000e+03,2.105278020000000139e-01
1.070000000000000000e+03,2.099279980000000045e-01
1.075000000000000000e+03,2.093254089999999901e-01
1.080000000000000000e+03,2.087166980000000061e-01
1.085000000000000000e+03,2.080771060000000117e-01
1.090000000000000000e+03,2.073911090000000179e-01
1.095000000000000000e+03,2.066552930000000177e-01
1.100000000000000000e+03,2.058626939999999850e-01
